url,coverage_state,indexing_state,last_crawl,verdict,Clicks,Impressions,CTR,Position,http_status,lcp,inp,cls,fcp
https://www.smackcoders.com/wp-ultimate-exporter.html,Submitted and indexed,INDEXING_ALLOWED,2026-01-16T15:40:02Z,PASS,3.0,107.0,0.02803738317757,15.177570093457945,200.0,8472.203665419089,,0.0399267327703118,4742.028340739287
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/let-clients-export-wordpress-data,Submitted and indexed,INDEXING_ALLOWED,2025-12-18T09:36:52Z,PASS,0.0,9.0,0.0,7.111111111111111,200.0,10239.965422026515,,0.0,6066.065346711897
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,1.0,210.0,0.0047619047619047,14.623809523809523,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,1.0,210.0,0.0047619047619047,14.623809523809523,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,1.0,210.0,0.0047619047619047,14.623809523809523,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,0.0,15.0,0.0,6.0,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,0.0,15.0,0.0,6.0,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,0.0,15.0,0.0,6.0,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,0.0,15.0,0.0,6.0,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,0.0,15.0,0.0,6.0,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-images-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-11T16:57:05Z,PASS,0.0,15.0,0.0,6.0,200.0,10143.03247819169,,0.0,5025.612563826777
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-jetreview-data-into-wordpress,Submitted and indexed,INDEXING_ALLOWED,2026-01-07T07:45:01Z,PASS,0.0,45.0,0.0,11.488888888888887,200.0,10352.97053442803,,0.0,7606.416607534446
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-serialized-fields-data,Submitted and indexed,INDEXING_ALLOWED,2026-01-12T17:32:30Z,PASS,0.0,115.0,0.0,8.504347826086956,200.0,7746.226483834368,,0.03296358542801051,4904.529495635059
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-woocommerce-customers,Submitted and indexed,INDEXING_ALLOWED,2026-01-18T09:40:57Z,PASS,0.0,261.0,0.0,33.60153256704981,200.0,10517.595474730122,,0.0,7695.497798443152
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,1.0,280.0,0.0035714285714285,17.12857142857143,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,1.0,280.0,0.0035714285714285,17.12857142857143,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,1.0,280.0,0.0035714285714285,17.12857142857143,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,1.0,280.0,0.0035714285714285,17.12857142857143,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,1.0,280.0,0.0035714285714285,17.12857142857143,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,0.0,8.0,0.0,8.375,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,0.0,8.0,0.0,8.375,200.0,10583.933656927331,,0.0,7430.078312029085
https://www.smackcoders.com/documentation/wp-ultimate-csv-importer-pro/import-wordpress-categories-and-tags,Submitted and indexed,INDEXING_ALLOWED,2026-01-10T16:41:25Z,PASS,0.0,8.0,0.0,8.375,200.0,10583.933656927331,,0.0,7430.078312029085
