page,total_clicks,total_impressions,avg_ctr,avg_position
(not set),0,0,0.0,0.0
/,0,0,0.0,0.0
/404.html?page=/blog/wordpress-ultimate-csv-importer/&from=,0,0,0.0,0.0
/404.html?page=/products.html?add-to-cart=569&from=?add-to-cart=569,0,0,0.0,0.0
/404.html?page=/wordpress-ultimate-csv-importer-pro.html&from=,0,0,0.0,0.0
/404.html?page=/wordpress-ultimate-csv-xml-importer-pro.html&from=,0,0,0.0,0.0
/?fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPNTY3MDY3MzQzMzUyNDI3AAGnwAjlzaZkxHINfW3w6GocsEM7y-8lpxKnyaTm7UVejPBVEpas-PKjSG6ZgJg_aem_AHESThgio3mHrF6JgMIfhw,0,0,0.0,0.0
/?new=dev.joforce.com,0,0,0.0,0.0
/about-us.html/,0,0,0.0,0.0
/aio-wp-media-library-manager.html/,0,0,0.0,0.0
/blog.html/,0,0,0.0,0.0
/blog.html/page/3/,0,0,0.0,0.0
/blog.html/page/6/,0,0,0.0,0.0
/blog/add-external-urls-to-featured-images-wordpress.html/,0,0,0.0,0.0
/blog/advanced-techniques-for-wordpress-import-and-export.html/,0,0,0.0,0.0
/blog/ai-generated-wordpress-content-import.html/,0,0,0.0,0.0
/blog/ai-wordpress-security.html/,0,0,0.0,0.0
/blog/best-practices-for-wordpress-sites.html/,0,0,0.0,0.0
/blog/best-woocommerce-plugins.html/,0,0,0.0,0.0
/blog/build-dynamic-wordpress-sites-with-custom-post-types.html/,0,0,0.0,0.0
/blog/create-a-form-in-wordpress-without-plugins.html/,0,0,0.0,0.0
/blog/create-an-online-store-with-wordpress.html/,0,0,0.0,0.0
/blog/create-custom-taxonomies-with-acf.html/,0,0,0.0,0.0
/blog/enable-configure-wp-cron.html/,0,0,0.0,0.0
/blog/export-import-advanced-custom-fields-csv-wordpress.html/,0,0,0.0,0.0
/blog/how-to-import-csv-file-in-wordpress-without-plugin.html/,0,0,0.0,0.0
/blog/how-to-import-page-to-wordpress.html/,0,0,0.0,0.0
/blog/how-to-import-page-to-wordpress.html/?p=62593,0,0,0.0,0.0
/blog/how-to-install-ioncube-loaders-simple-steps-for-various-hosting-types.html/,0,0,0.0,0.0
/blog/how-to-install-wamp-and-xampp.html/,0,0,0.0,0.0
/blog/how-to-restore-wordpress-site-from-backup.html/,0,0,0.0,0.0
/blog/import-export-elementor-as-csv.html/,0,0,0.0,0.0
/blog/import-export-listings-business-directory-plugins.html/,0,0,0.0,0.0
/blog/improve-core-web-vitals-in-wordpress.html/,0,0,0.0,0.0
/blog/polylang-import-translation-guide.html/,0,0,0.0,0.0
/blog/scale-wordpress-for-high-traffic.html/,0,0,0.0,0.0
/blog/woocommerce-inventory-management.html/,0,0,0.0,0.0
/blog/woocommerce-variable-pricing-calculator.html/?p=334782462,0,0,0.0,0.0
/blog/wordpress-admin-productivity-hacks.html/,0,0,0.0,0.0
/blog/wordpress-security-best-practices.html/?p=334781199,0,0,0.0,0.0
/blog/wordpress-security-checklist.html/?p=334780329,0,0,0.0,0.0
/blog/wordpress-seo-plugins.html/,0,0,0.0,0.0
/blog/wordpress-ultimate-csv-importer-csv-sample-files-and-updates.html/,0,0,0.0,0.0
/blog/wordpress-ultimate-csv-importer-csv-sample-files-and-updates.html/?p=62501,0,0,0.0,0.0
/cart.html/,0,0,0.0,0.0
/checkout.html/,0,0,0.0,0.0
/checkout.html/?add-to-cart=378&quantity=1,0,0,0.0,0.0
/checkout.html/order-received/334782794/,0,0,0.0,0.0
/checkout.html/order-received/334782794/?key=wc_order_eWwo6FLm3YuN2&utm_nooverride=1,0,0,0.0,0.0
/contact-us.html/,0,0,0.0,0.0
/deals.html/,0,0,0.0,0.0
/documentation/woocommerce-to-shopify-integration/w2s-sync-configuration/?post_type=docs&p=334782257,0,0,0.0,0.0
